0,1,2,3,4
6.6,3.0,4.4,1.4,0.0
7.0,3.2,4.7,1.4,0.0
8.358138385641574,5.3958133094799114,6.944412925836473,3.3338531123037582,3.0
4.8,3.0,1.4,0.3,0.0
5.7,3.0,4.2,1.2,0.0
5.6,2.5,3.9,1.1,0.0
8.652251399215583,5.179846818406135,7.023451972927901,3.332965084426444,3.0
7.2,3.6,6.1,2.5,0.0
6.8,3.2,5.9,2.3,0.0
7.7,3.8,6.7,2.2,0.0
6.3,3.4,5.6,2.4,0.0
4.6,3.1,1.5,0.2,0.0
4.9,3.1,1.5,0.1,0.0
5.6,3.0,4.5,1.5,0.0
5.2,3.4,1.4,0.2,0.0
6.2,2.2,4.5,1.5,0.0
5.9,3.0,5.1,1.8,0.0
6.7,3.1,5.6,2.4,0.0
5.8,2.7,5.1,1.9,0.0
4.9,3.6,1.4,0.1,0.0
5.1,3.8,1.9,0.4,0.0
6.3,3.3,6.0,2.5,0.0
5.3,3.7,1.5,0.2,0.0
6.1,3.0,1.4,5.6834295600667595,1.0
5.0,2.0,3.5,1.0,0.0
5.4,3.7,1.5,0.2,0.0
5.1,3.8,1.5,0.3,0.0
7.3,2.9,6.3,1.8,0.0
7.9,3.8,6.4,2.0,0.0
6.7,3.0,5.0,1.7,0.0
6.9,3.1,4.9,1.5,0.0
6.7,2.1,5.7,3.3,1.0
4.7,3.2,1.3,0.2,0.0
7.6,3.0,6.6,2.1,0.0
6.3,2.3,4.4,1.3,0.0
5.6,2.7,4.2,1.3,0.0
6.9,3.1,5.1,2.3,0.0
4.4,3.0,1.3,0.2,0.0
7.4,2.8,6.1,1.9,0.0
4.3,3.0,1.1,0.1,0.0
6.3,2.8,5.1,1.5,0.0
8.485014933261478,5.427621290645408,7.185662482269574,3.2150343959944894,3.0
4.6,3.2,1.4,0.2,0.0
6.0,2.9,4.5,1.5,0.0
6.5,3.0,5.5,1.8,0.0
6.1,2.8,4.0,1.3,0.0
5.8,2.7,3.9,1.2,0.0
8.538836791683966,4.329314826454753,6.945266506118128,3.452767526914545,3.0
5.4,3.4,1.5,0.4,0.0
8.752312511586174,5.315722497599314,6.690519058766312,3.3507692792543318,3.0
5.0,3.5,1.3,0.3,0.0
6.8,3.0,5.5,2.1,0.0
5.0,3.3,1.4,0.2,0.0
5.0,3.4,1.6,0.4,0.0
5.9,3.2,4.8,1.8,0.0
7.7,2.8,6.7,2.0,0.0
6.1,2.9,4.7,1.4,0.0
5.7,4.4,1.5,0.4,0.0
4.982396338321747,5.1,1.6,0.2,1.0
4.5,2.3,1.3,0.3,0.0
5.8,2.7,5.1,1.9,0.0
4.8,3.1,1.6,0.2,0.0
5.8,2.8,5.1,2.4,0.0
0.2,3.0,1.4,4.9,1.0
6.6,2.9,4.6,1.3,0.0
6.3,3.3,4.7,1.6,0.0
4.4,2.9,1.4,0.2,0.0
4.9,2.5,4.5,1.7,0.0
6.0,2.7,5.1,1.6,0.0
7.7,3.0,6.1,2.3,0.0
5.0,3.6,1.4,0.2,0.0
6.5,3.2,5.1,2.0,0.0
5.8,2.7,4.1,1.0,0.0
5.8,4.0,1.2,0.2,0.0
5.7,3.8,1.7,0.3,0.0
5.5,2.3,4.0,1.3,0.0
4.8,3.0,1.4,0.1,0.0
5.5,2.5,4.0,1.3,0.0
6.5,3.0,5.8,2.2,0.0
5.2,3.5,1.5,0.2,0.0
3.2,7.2,6.0,1.8,1.0
5.6,2.8,4.9,2.0,0.0
5.0,3.0,1.6,0.2,0.0
7.886014541402862,5.395538764962687,6.698829936588931,3.5344901557445043,3.0
8.301570697496091,5.267853428997627,6.7493288299343455,3.430883747089042,3.0
6.1,2.8,4.7,1.2,0.0
6.9,3.2,5.7,2.3,0.0
5.5,3.5,1.3,0.2,0.0
5.5,2.6,4.4,1.2,0.0
6.5,3.0,5.2,2.0,0.0
6.4,2.8,5.6,2.1,0.0
6.2,2.8,4.8,1.8,0.0
6.4,3.2,5.3,2.3,0.0
5.7,2.8,4.1,1.3,0.0
5.1,3.5,1.4,0.2,0.0
5.0,3.4,1.5,0.2,0.0
6.0,2.2,4.0,1.0,0.0
5.0,2.3,3.3,1.0,0.0
7.595957088273587,5.1256272795335525,6.458367315656594,3.733432833137879,3.0
7.2,3.0,5.8,1.6,0.0
5.4,3.9,1.3,0.4,0.0
5.7,2.9,4.2,1.3,0.0
6.1,3.0,4.9,1.8,0.0
4.6,3.6,1.0,0.2,0.0
6.7,3.1,4.7,1.5,0.0
6.8,2.8,4.8,1.4,0.0
5.1,3.3,1.7,0.5,0.0
5.4,3.0,4.5,1.5,0.0
6.0,3.0,4.8,1.8,0.0
6.9,3.1,5.4,2.1,0.0
5.1,3.5,1.4,0.3,0.0
6.5,2.8,4.6,1.5,0.0
5.4,3.4,1.7,0.2,0.0
5.5,2.4,3.7,1.0,0.0
6.3,2.5,4.9,1.5,0.0
6.4,2.8,5.6,2.2,0.0
8.736695588618199,5.544584127080374,7.269412617386222,3.2275065825356415,3.0
6.3,2.7,4.9,1.8,0.0
6.0,2.2,5.0,1.5,0.0
5.7,2.8,4.5,1.3,0.0
