0,1,2,3,4
5.1,2.5,3.0,1.1,0.0
4.9,3.1,1.5,0.2,0.0
5.7,2.8,4.5,1.3,0.0
6.0,2.2,5.0,1.5,0.0
6.6,3.0,4.4,1.4,0.0
5.9,3.2,4.8,1.8,0.0
7.9,3.8,6.4,2.0,0.0
5.0,3.2,1.2,0.2,0.0
6.7,3.0,5.0,1.7,0.0
6.3,2.3,4.4,1.3,0.0
6.7,3.3,5.7,2.5,0.0
5.1,3.8,1.9,0.4,0.0
6.3,2.5,5.0,1.9,0.0
6.9,3.2,5.7,2.3,0.0
4.9,3.1,1.5,0.1,0.0
6.2,2.2,4.5,1.5,0.0
4.4,3.2,1.3,0.2,0.0
5.6,3.0,4.5,1.5,0.0
6.4,2.7,5.3,1.9,0.0
5.2,3.5,1.5,0.2,0.0
5.0,3.4,1.5,0.2,0.0
7.083306154275597,5.403697042968329,3.2863251640057536,2.2035878648334513,3.0
7.7,2.6,6.9,2.3,0.0
7.292584099131412,5.506042359823953,3.5101780774879505,2.214284023685329,3.0
5.2,3.4,1.4,0.2,0.0
5.6,2.9,3.6,1.3,0.0
6.7,3.0,5.2,2.3,0.0
7.7,3.8,6.7,2.2,0.0
6.4,2.8,5.6,2.2,0.0
4.9,2.4,3.3,1.0,0.0
5.1,1.5824551530564133,1.7,3.3,1.0
6.4,3.2,4.5,1.5,0.0
5.7,2.8,4.1,1.3,0.0
6.9,3.1,5.4,2.1,0.0
4.7,3.2,1.3,0.2,0.0
5.1,3.7,1.5,0.4,0.0
7.48078264550299,5.493047168763991,3.5477205216443015,2.1783743668076045,3.0
6.2,2.9,4.3,1.3,0.0
5.0,2.3,3.3,1.0,0.0
4.7,3.2,1.6,0.2,0.0
5.5,2.4,3.8,1.1,0.0
6.4,2.9,4.3,1.3,0.0
6.0,3.0,4.8,1.8,0.0
6.057488790610625,2.406912856082877,5.418534320271981,1.0528856440195775,2.0
5.0,3.3,1.4,0.2,0.0
5.5,3.5,1.3,0.2,0.0
5.8,2.7,4.1,1.0,0.0
5.1,3.5,1.4,0.2,0.0
5.5,2.3,4.0,1.3,0.0
4.9,3.6,1.4,0.1,0.0
5.7,3.0,4.2,1.2,0.0
6.1,2.8,4.0,1.3,0.0
6.7,3.3,5.7,2.1,0.0
7.3,2.9,6.3,1.8,0.0
7.2,3.0,5.8,1.6,0.0
4.3,3.0,1.1,0.1,0.0
5.2,4.1,1.5,0.1,0.0
6.8,2.8,4.8,1.4,0.0
5.4,3.4,1.5,0.4,0.0
6.5,3.0,5.2,2.0,0.0
5.2,2.7,3.9,1.4,0.0
5.8,2.8,5.1,2.4,0.0
6.903296351711562,5.533684939260345,3.5300572906731564,2.3291557052413316,3.0
6.3,3.4,5.6,2.4,0.0
4.6,3.1,1.5,0.2,0.0
6.8,3.2,5.9,2.3,0.0
6.3,2.8,5.1,1.5,0.0
6.1,3.0,4.9,1.8,0.0
7.0,3.2,4.7,1.4,0.0
6.5,3.2,5.1,2.0,0.0
5.0,3.5,1.6,0.6,0.0
7.07054561385496,5.495570526587588,3.506124028981418,2.275878999052555,3.0
5.0,2.0,3.5,1.0,0.0
6.354493274366376,3.2841477136497264,6.251120592163189,2.2117313864117465,2.0
7.028744395305313,3.1034564280414387,6.4092671601359905,2.2264428220097887,2.0
5.6,2.8,4.9,2.0,0.0
4.9,3.0,1.4,0.2,0.0
4.8,3.0,1.4,0.1,0.0
4.4,3.0,1.3,0.2,0.0
5.6,2.7,4.2,1.3,0.0
5.4,3.0,4.5,1.5,0.0
6.3,2.7,4.9,1.8,0.0
5.5,2.4,3.7,1.0,0.0
5.4,3.9,1.7,0.4,0.0
7.2,3.2,6.0,1.8,0.0
5.4,3.4,1.7,0.2,0.0
5.7,3.8,1.7,0.3,0.0
4.8,3.4,1.9,0.2,0.0
5.5,4.2,1.4,0.2,0.0
7.056560695790121,5.4824903856179255,3.416818328668382,2.25576035353654,3.0
6.0,2.9,4.5,1.5,0.0
5.8,2.7,5.1,1.9,0.0
4.6,3.4,1.4,0.3,0.0
5.4,3.7,1.5,0.2,0.0
6.4,3.1,5.5,1.8,0.0
6.9,3.1,5.1,2.3,0.0
4.5,2.3,1.3,0.3,0.0
6.4,2.8,5.6,2.1,0.0
6.2,2.8,4.8,1.8,0.0
4.4,2.9,1.4,0.2,0.0
6.7,2.5,5.8,1.8,0.0
7.092702842262614,5.477378306905212,3.4316167034719975,2.251102236530865,3.0
6.0,2.7,5.1,1.6,0.0
5.8,2.7,5.1,1.9,0.0
4.8,3.1,1.6,0.2,0.0
7.1,3.0,5.9,2.1,0.0
5.0,3.4,1.6,0.4,0.0
7.418154207679769,5.352900896272579,3.4166104366791137,2.1552384223528565,3.0
5.4,3.9,1.3,0.4,0.0
5.8,2.6,4.0,1.2,0.0
5.9,3.0,5.1,1.8,0.0
5.6,3.0,4.1,1.3,0.0
6.3,3.3,6.0,2.5,0.0
5.1,3.8,1.6,0.2,0.0
5.1,3.8,1.5,0.3,0.0
4.6,3.2,1.4,0.2,0.0
5.9,3.0,4.2,1.5,0.0
7.2,3.6,6.1,2.5,0.0
6.7,3.1,4.7,1.5,0.0
5.8,2.7,3.9,1.2,0.0
6.3,2.9,5.6,1.8,0.0
6.1,2.6,5.6,1.4,0.0
5.7,2.5,5.0,2.0,0.0
5.7,4.4,1.5,0.4,0.0
7.08072353875782,5.479512348941241,3.4641171052998754,2.2603471602609497,3.0
4.8,3.0,1.4,0.3,0.0
6.0,2.2,4.0,1.0,0.0
6.0,3.4,4.5,1.6,0.0
4.6,3.6,1.0,0.2,0.0
6.1,2.9,4.7,1.4,0.0
6.4,3.2,5.3,2.3,0.0
5.0,3.5,1.3,0.3,0.0
5.0,3.0,1.6,0.2,0.0
5.7,2.6,3.5,1.0,0.0
5.5,2.6,4.4,1.2,0.0
6.7,3.1,4.4,1.4,0.0
6.5,2.8,4.6,1.5,0.0
6.2,3.4,5.4,2.3,0.0
4.8,3.4,1.6,0.2,0.0
5.1,3.5,1.4,0.3,0.0
6.3,2.5,4.9,1.5,0.0
7.7,3.0,6.1,2.3,0.0
7.7,2.8,6.7,2.0,0.0
4.9,2.5,4.5,1.7,0.0
6.1,2.8,4.7,1.2,0.0
5.5,3.0,6.5,1.8,1.0
5.0,3.6,1.4,0.2,0.0
5.8,4.0,1.2,0.2,0.0
6.8,3.0,2.1,5.5,1.0
6.6,2.9,4.6,1.3,0.0
