0,1,2,3,4
6.9,3.1,4.9,1.5,0.0
7.4,2.8,6.1,1.9,0.0
6.7,3.0,5.0,1.7,0.0
7.0,3.2,4.7,1.4,0.0
6.8,3.2,5.9,2.3,0.0
6.7,3.0,5.2,2.3,0.0
6.5,3.0,5.2,2.0,0.0
5.1,3.5,1.4,0.2,0.0
6.3,2.7,4.9,1.8,0.0
6.3,2.8,5.1,1.5,0.0
5.6,3.0,4.5,1.5,0.0
7.7,3.0,6.1,2.3,0.0
5.1,3.8,1.9,0.4,0.0
5.0,3.0,1.6,0.2,0.0
4.7,3.2,1.6,0.2,0.0
6.4,3.2,4.5,1.5,0.0
5.9,3.0,4.2,1.5,0.0
4.8,3.0,1.4,0.1,0.0
6.5,3.2,5.1,2.0,0.0
7.08072353875782,5.479512348941241,3.4641171052998754,2.2603471602609497,3.0
5.7,3.0,4.2,1.2,0.0
7.2,3.2,6.0,1.8,0.0
6.0,2.2,4.0,1.0,0.0
6.3,3.3,6.0,2.5,0.0
6.9,3.1,5.4,2.1,0.0
5.0,2.3,3.3,1.0,0.0
6.1,3.0,4.6,1.4,0.0
6.2,2.2,4.5,1.5,0.0
7.6159251723041015,3.916655069065671,5.3,1.9,1.0
6.1,4.7,2.9,1.4,1.0
5.6,2.5,3.9,1.1,0.0
5.1,2.5,3.0,1.1,0.0
5.0,3.2,1.2,0.2,0.0
6.4,3.1,5.5,1.8,0.0
6.9,3.1,5.1,2.3,0.0
5.731739911549562,2.4262215704745893,5.676680888244784,1.0675970796176197,2.0
6.8,2.8,4.8,1.4,0.0
6.7,2.1,5.7,3.3,1.0
4.9,3.1,1.5,0.2,0.0
6.7,3.1,4.4,1.4,0.0
4.6,3.6,1.0,0.2,0.0
4.8,3.0,1.4,0.3,0.0
7.2,3.0,5.8,1.6,0.0
6.4,2.8,5.6,2.2,0.0
6.0,3.4,4.5,1.6,0.0
6.1,2.8,4.7,1.2,0.0
4.3,3.0,1.1,0.1,0.0
5.2,2.7,3.9,1.4,0.0
5.5,2.3,4.0,1.3,0.0
6.7,3.3,5.7,2.5,0.0
5.7,4.4,1.5,0.4,0.0
5.1,3.8,1.6,0.2,0.0
5.4,3.9,1.3,0.4,0.0
5.1,1.5824551530564133,1.7,3.3,1.0
6.7,2.5,5.8,1.8,0.0
4.5,2.3,1.3,0.3,0.0
7.6,3.0,6.6,2.1,0.0
5.5,2.4,3.8,1.1,0.0
7.48078264550299,5.493047168763991,3.5477205216443015,2.1783743668076045,3.0
7.9,3.8,6.4,2.0,0.0
5.2,3.5,1.5,0.2,0.0
5.4,3.7,1.5,0.2,0.0
5.7,2.8,4.5,1.3,0.0
6.0,3.0,4.8,1.8,0.0
5.6,2.9,3.6,1.3,0.0
6.5,2.8,4.6,1.5,0.0
6.4,3.2,5.3,2.3,0.0
7.418154207679769,5.352900896272579,3.4166104366791137,2.1552384223528565,3.0
5.5,2.5,4.0,1.3,0.0
4.8,3.4,1.6,0.2,0.0
5.6,2.8,4.9,2.0,0.0
5.9,3.2,4.8,1.8,0.0
6.1,2.8,4.0,1.3,0.0
5.0,3.6,1.4,0.2,0.0
5.8,2.8,5.1,2.4,0.0
6.3,2.9,5.6,1.8,0.0
6.2,2.9,4.3,1.3,0.0
6.7,3.1,4.7,1.5,0.0
4.9,3.1,1.5,0.1,0.0
5.8,2.7,3.9,1.2,0.0
5.9,3.0,5.1,1.8,0.0
5.0,3.4,1.5,0.2,0.0
4.6,3.4,1.4,0.3,0.0
6.8,3.0,2.1,5.5,1.0
6.3,2.5,5.0,1.9,0.0
3.1,7.953323122729382,5.6,2.4,1.0
5.1,3.4,1.5,0.2,0.0
6.5,3.0,5.8,2.2,0.0
5.7,2.5,5.0,2.0,0.0
6.4,2.9,4.3,1.3,0.0
5.7,3.8,1.7,0.3,0.0
5.0,3.5,1.3,0.3,0.0
4.9,2.4,3.3,1.0,0.0
4.7,3.2,1.3,0.2,0.0
5.8,2.7,5.1,1.9,0.0
4.8,3.4,1.9,0.2,0.0
4.6,3.1,1.5,0.2,0.0
6.6,2.9,4.6,1.3,0.0
7.3,2.9,6.3,1.8,0.0
5.8,2.7,1.9,5.1,1.0
5.7,2.6,3.5,1.0,0.0
