0,1,2,3,4
5.8,4.0,1.2,0.2,0.0
6.3,2.7,4.9,1.8,0.0
8.785355746789135,5.195657508233896,6.756254824706421,3.1096738900108916,3.0
6.0,2.7,5.1,1.6,0.0
5.4,3.0,4.5,1.5,0.0
7.7,2.8,6.7,2.0,0.0
5.5,2.4,3.7,1.0,0.0
5.2,3.4,1.4,0.2,0.0
6.9,3.1,4.9,1.5,0.0
4.5,2.3,1.3,0.3,0.0
5.0,3.5,1.6,0.6,0.0
7.7,2.6,6.9,2.3,0.0
5.8,2.7,5.1,1.9,0.0
6.8,2.8,4.8,1.4,0.0
6.0,2.2,4.0,1.0,0.0
6.3,2.3,4.4,1.3,0.0
6.7,3.1,4.7,1.5,0.0
6.0,2.9,4.5,1.5,0.0
5.4,3.9,1.7,0.4,0.0
5.5,3.5,1.3,0.2,0.0
5.5,2.6,4.4,1.2,0.0
6.5,3.0,5.5,1.8,0.0
8.476361569172296,5.183382860952635,6.389696206153588,3.4358113844994533,3.0
5.0,3.4,1.5,0.2,0.0
5.7,2.9,4.2,1.3,0.0
6.7,2.5,5.8,1.8,0.0
5.0,3.2,1.2,0.2,0.0
6.6,3.0,4.4,1.4,0.0
6.7,3.3,5.7,2.1,0.0
5.7,3.8,1.7,0.3,0.0
6.7,3.1,5.6,2.4,0.0
5.7,3.0,4.2,1.2,0.0
5.7,2.8,4.5,1.3,0.0
5.7,4.4,1.5,0.4,0.0
5.1,3.3,1.7,0.5,0.0
7.2,3.6,6.1,2.5,0.0
5.4,3.4,1.5,0.4,0.0
4.8,3.4,1.6,0.2,0.0
6.3,2.5,4.9,1.5,0.0
6.1,2.9,4.7,1.4,0.0
5.8,2.7,5.1,1.9,0.0
5.1,3.5,1.4,0.3,0.0
5.1,3.7,1.5,0.4,0.0
6.9,3.1,5.4,2.1,0.0
5.1,3.4,1.5,0.2,0.0
6.4,3.1,5.5,1.8,0.0
4.4,3.2,1.3,0.2,0.0
7.0,3.2,4.7,1.4,0.0
5.6,2.7,4.2,1.3,0.0
6.1,3.0,4.9,1.8,0.0
7.2,3.2,6.0,1.8,0.0
4.8,3.0,1.4,0.3,0.0
1.9,3.8,6.286621658508391,0.4,1.0
5.2,2.7,3.9,1.4,0.0
6.6,2.9,4.6,1.3,0.0
4.4,2.9,1.4,0.2,0.0
6.2,2.9,4.3,1.3,0.0
5.0,3.3,1.4,0.2,0.0
7.2,3.0,5.8,1.6,0.0
5.3,3.7,1.5,0.2,0.0
5.7,2.6,3.5,1.0,0.0
4.9,3.1,1.5,0.2,0.0
6.4,2.7,5.3,1.9,0.0
5.6,2.5,3.9,1.1,0.0
5.6,3.0,4.1,1.3,0.0
5.0,3.0,1.6,0.2,0.0
4.8,3.4,1.9,0.2,0.0
6.8,3.0,5.5,2.1,0.0
4.7,3.2,1.6,0.2,0.0
4.9,3.6,1.4,0.1,0.0
6.1,2.8,4.0,1.3,0.0
4.9,3.0,1.4,0.2,0.0
6.3,3.4,5.6,2.4,0.0
5.1,2.5,3.0,1.1,0.0
4.8,3.1,1.6,0.2,0.0
5.7,2.5,5.0,2.0,0.0
6.3,2.5,5.0,1.9,0.0
4.6,3.4,1.4,0.3,0.0
6.5,3.0,5.2,2.0,0.0
6.4,2.9,4.3,1.3,0.0
5.6,2.8,4.9,2.0,0.0
6.0,3.0,4.8,1.8,0.0
6.7,3.0,5.2,2.3,0.0
5.2,4.1,1.5,0.1,0.0
7.7,3.8,6.7,2.2,0.0
6.4,2.8,5.6,2.1,0.0
4.8,3.0,1.4,0.1,0.0
5.5,4.2,1.4,0.2,0.0
6.0,3.4,4.5,1.6,0.0
6.7,3.0,5.0,1.7,0.0
5.6,2.9,3.6,1.3,0.0
6.5,3.0,5.8,2.2,0.0
6.1,3.0,4.6,1.4,0.0
5.6,3.0,4.5,1.5,0.0
6.3,2.9,5.6,1.8,0.0
5.0,2.0,3.5,1.0,0.0
6.5,2.8,4.6,1.5,0.0
4.9,2.5,4.5,1.7,0.0
7.1,3.0,5.9,2.1,0.0
7.9,3.8,6.4,2.0,0.0
5.0,3.4,1.6,0.4,0.0
5.0,3.5,1.3,0.3,0.0
6.8,3.2,5.9,2.3,0.0
6.2,3.4,5.4,2.3,0.0
4.3,3.0,1.1,0.1,0.0
6.3,3.3,6.0,2.5,0.0
5.4,3.4,1.7,0.2,0.0
5.7,2.8,4.1,1.3,0.0
4.7,3.2,1.3,0.2,0.0
6.9,3.1,5.1,2.3,0.0
5.5,2.4,3.8,1.1,0.0
7.3,2.9,6.3,1.8,0.0
5.1,3.8,1.5,0.3,0.0
8.425316709345115,5.247188723266831,6.799503266385925,3.249072560473907,3.0
6.4,3.2,5.3,2.3,0.0
7.4,2.8,6.1,1.9,0.0
6.5,3.2,5.1,2.0,0.0
6.4,2.8,5.6,2.2,0.0
4.4,3.0,1.3,0.2,0.0
5.5,2.3,4.0,1.3,0.0
5.8,2.6,4.0,1.2,0.0
5.8,2.8,5.1,2.4,0.0
5.2,3.5,1.5,0.2,0.0
6.7,3.1,4.4,1.4,0.0
7.6,3.0,6.6,2.1,0.0
4.6,3.6,1.0,0.2,0.0
6.2,2.2,4.5,1.5,0.0
5.4,3.7,1.5,0.2,0.0
4.9,2.4,3.3,1.0,0.0
6.3,3.3,4.7,1.6,0.0
6.4,3.2,4.5,1.5,0.0
6.3,2.8,5.1,1.5,0.0
4.6,3.1,1.5,0.2,0.0
