0,1,2,3,4
7.7,3.8,6.7,2.2,0.0
6.5,3.0,5.8,2.2,0.0
5.0,3.4,1.5,0.2,0.0
5.9,3.0,5.1,1.8,0.0
6.7,3.3,5.7,2.5,0.0
5.8,4.0,1.2,0.2,0.0
6.4,2.9,4.3,1.3,0.0
5.0,2.3,3.3,1.0,0.0
5.8,2.7,4.1,1.0,0.0
5.4,3.0,4.5,1.5,0.0
5.5,3.5,1.3,0.2,0.0
6.79034251078599,5.680496708741938,3.3105624085273915,2.239293926819368,3.0
7.136038084804231,5.570098642031265,3.242930151362799,2.117773000231774,3.0
6.4,2.7,5.3,1.9,0.0
5.0,3.4,1.6,0.4,0.0
6.3,2.7,4.9,1.8,0.0
6.5,2.8,4.6,1.5,0.0
7.7,3.0,6.1,2.3,0.0
6.2,3.4,5.4,2.3,0.0
5.7,2.8,4.5,1.3,0.0
6.0,3.4,4.5,1.6,0.0
5.7,3.0,4.2,1.2,0.0
5.0,3.6,1.4,0.2,0.0
6.9,3.1,4.9,1.5,0.0
6.9,3.1,5.4,2.1,0.0
6.3,3.4,5.6,2.4,0.0
6.0,2.2,5.0,1.5,0.0
7.9,3.8,6.4,2.0,0.0
4.9,3.0,1.4,0.2,0.0
4.4,2.9,1.4,0.2,0.0
6.4,3.2,5.3,2.3,0.0
4.9,3.6,1.4,0.1,0.0
4.6,3.4,1.4,0.3,0.0
5.2,2.7,3.9,1.4,0.0
5.7,2.8,4.1,1.3,0.0
7.085040089509856,5.5102937296070245,3.2171789607676864,2.11242280224612,3.0
5.7,2.5,5.0,2.0,0.0
6.3,2.9,5.6,1.8,0.0
6.4,2.8,5.6,2.2,0.0
6.9,3.1,5.1,2.3,0.0
6.3,2.5,4.9,1.5,0.0
6.3,3.3,4.7,1.6,0.0
6.7,2.5,5.8,1.8,0.0
5.0,3.0,1.6,0.2,0.0
5.0,2.0,3.5,1.0,0.0
4.6,3.1,1.5,0.2,0.0
6.5,3.0,5.5,1.8,0.0
5.1,3.3,1.7,0.5,0.0
5.8,2.6,4.0,1.2,0.0
5.1,3.8,1.6,0.2,0.0
6.1,3.0,4.6,1.4,0.0
6.6,3.0,4.4,1.4,0.0
6.9,3.2,5.7,2.3,0.0
6.911931823846604,5.306837519756117,2.984361877815047,2.0691442288100625,3.0
7.127229329206722,5.2943983916959105,2.8827380687430133,1.9964517906229804,3.0
5.7,3.8,1.7,0.3,0.0
7.2,3.0,5.8,1.6,0.0
6.4,2.8,5.6,2.1,0.0
5.8,2.8,5.1,2.4,0.0
7.446155424939991,5.319632763251857,3.000796082228162,1.9373375762649254,3.0
5.1,3.8,1.9,0.4,0.0
6.1,2.8,4.0,1.3,0.0
6.8,2.8,4.8,1.4,0.0
4.7,3.2,1.3,0.2,0.0
5.8,2.7,5.1,1.9,0.0
7.191633064433937,5.267488744384451,2.9738542588143217,1.9942908439458507,3.0
7.034790097444577,5.53465976321594,3.2403450082257934,2.1324926738084775,3.0
5.5,2.4,3.7,1.0,0.0
5.8,2.7,5.1,1.9,0.0
5.9,3.0,4.2,1.5,0.0
4.3,3.0,1.1,0.1,0.0
7.1166927022657696,5.5670682054844,3.244093832913123,2.1087857394406773,3.0
5.6,2.8,4.9,2.0,0.0
4.6,3.6,1.0,0.2,0.0
5.5,2.3,4.0,1.3,0.0
6.1,3.0,4.9,1.8,0.0
5.2,4.1,1.5,0.1,0.0
7.6,3.0,6.6,2.1,0.0
6.840171584804199,5.609750159874124,3.2870655373712,2.2060059704526247,3.0
6.6,2.9,4.6,1.3,0.0
6.2,2.8,4.8,1.8,0.0
6.4,3.1,5.5,1.8,0.0
7.2,3.6,6.1,2.5,0.0
4.4,3.2,1.3,0.2,0.0
6.7,3.1,5.6,2.4,0.0
4.9,2.4,3.3,1.0,0.0
5.6,2.7,4.2,1.3,0.0
4.9,3.1,1.5,0.2,0.0
6.7,3.0,5.0,1.7,0.0
6.3,2.5,5.0,1.9,0.0
5.2,3.5,1.5,0.2,0.0
7.490867600001965,5.4117506228944245,3.215023948021304,2.001901907666926,3.0
7.1,3.0,5.9,2.1,0.0
6.1,2.8,4.7,1.2,0.0
6.3,2.8,5.1,1.5,0.0
6.7,3.3,5.7,2.1,0.0
6.9938185648629405,5.455182732023136,3.214653126663918,2.1238806564769193,3.0
5.6,3.0,4.1,1.3,0.0
6.8,3.2,5.9,2.3,0.0
5.4,3.4,1.7,0.2,0.0
6.0,2.9,4.5,1.5,0.0
6.1,2.9,4.7,1.4,0.0
5.6,2.5,3.9,1.1,0.0
5.5,4.2,1.4,0.2,0.0
5.9,3.2,4.8,1.8,0.0
7.0,3.2,4.7,1.4,0.0
5.1,3.5,1.4,0.2,0.0
5.1,3.4,1.5,0.2,0.0
6.0,2.7,5.1,1.6,0.0
7.7,2.8,6.7,2.0,0.0
6.3,2.3,4.4,1.3,0.0
7.118036093972314,5.489500984747077,3.1930408887333965,2.092983737410246,3.0
5.1,3.7,1.5,0.4,0.0
4.6,3.2,1.4,0.2,0.0
4.8,3.0,1.4,0.3,0.0
5.5,2.4,3.8,1.1,0.0
5.4,3.4,1.5,0.4,0.0
4.5,2.3,1.3,0.3,0.0
7.273215131341733,5.3968817343884,3.0360274867383104,2.0075031425434355,3.0
5.3,3.7,1.5,0.2,0.0
5.0,3.5,1.3,0.3,0.0
7.080025238086914,5.496489330598926,3.1448486194969827,2.0962341117168193,3.0
4.9,3.1,1.5,0.1,0.0
5.6,2.9,3.6,1.3,0.0
6.2,2.9,4.3,1.3,0.0
7.7,2.6,6.9,2.3,0.0
4.9,2.5,4.5,1.7,0.0
5.1,3.8,1.5,0.3,0.0
7.4,2.8,6.1,1.9,0.0
4.8,3.4,1.6,0.2,0.0
7.2,3.2,6.0,1.8,0.0
6.7,3.1,4.7,1.5,0.0
6.7,3.0,5.2,2.3,0.0
5.7,2.6,3.5,1.0,0.0
5.0,3.2,1.2,0.2,0.0
5.7,2.9,4.2,1.3,0.0
5.4,3.9,1.7,0.4,0.0
5.4,3.7,1.5,0.2,0.0
6.0,3.0,4.8,1.8,0.0
6.7,3.1,4.4,1.4,0.0
6.5,3.2,5.1,2.0,0.0
6.0,2.2,4.0,1.0,0.0
4.7,3.2,1.6,0.2,0.0
5.4,3.9,1.3,0.4,0.0
6.3,3.3,6.0,2.5,0.0
5.0,3.3,1.4,0.2,0.0
5.0,3.5,1.6,0.6,0.0
5.1,3.5,1.4,0.3,0.0
4.8,3.4,1.9,0.2,0.0
6.5,3.0,5.2,2.0,0.0
