0,1,2,3,4
5.0,3.3,1.4,0.2,0.0
4.9,2.5,4.5,1.7,0.0
4.4,3.2,1.3,0.2,0.0
5.0,2.3,3.3,1.0,0.0
6.1,2.9,4.7,1.4,0.0
5.1,3.8,1.9,0.4,0.0
6.0,2.2,5.0,1.5,0.0
6.6,3.0,4.4,1.4,0.0
8.839106321885762,5.392055082315084,7.434672461945743,3.657719616461354,3.0
7.2,3.0,5.8,1.6,0.0
4.7,3.2,1.6,0.2,0.0
6.7,3.3,5.7,2.5,0.0
4.8,3.4,1.6,0.2,0.0
5.1,3.3,1.7,0.5,0.0
6.7,3.1,4.4,1.4,0.0
7.2,3.6,6.1,2.5,0.0
5.5,2.4,3.7,1.0,0.0
5.0,3.4,1.5,0.2,0.0
9.054919600572562,5.504446140945057,7.515012559414942,3.601401634283825,3.0
8.946129240535694,5.4384986013819265,7.47257903070508,3.6243840158591727,3.0
5.0,3.4,1.6,0.4,0.0
6.4,2.8,5.6,2.2,0.0
4.6,3.2,1.4,0.2,0.0
4.5,2.3,1.3,0.3,0.0
6.0,2.7,5.1,1.6,0.0
9.122052809514033,4.8993664145568925,7.836999056696532,3.5299862140954295,3.0
6.7,3.1,5.6,2.4,0.0
6.3,2.9,5.6,1.8,0.0
6.1,3.0,4.6,1.4,0.0
9.03313114685566,3.989123689616771,8.20856994129432,3.622699349283201,3.0
6.5,3.0,5.2,2.0,0.0
5.9,3.2,4.8,1.8,0.0
6.9,3.1,4.9,1.5,0.0
9.178964708245477,5.266063997209492,7.696762501309263,3.4032153179550417,3.0
6.0,2.9,4.5,1.5,0.0
5.5,2.4,3.8,1.1,0.0
5.4,3.7,1.5,0.2,0.0
5.6,2.8,4.9,2.0,0.0
5.5,2.3,4.0,1.3,0.0
6.5,2.8,4.6,1.5,0.0
5.6,2.7,4.2,1.3,0.0
5.1,3.8,1.6,0.2,0.0
6.3,3.4,5.6,2.4,0.0
6.3,2.3,4.4,1.3,0.0
5.8,2.7,5.1,1.9,0.0
5.8,2.7,5.1,1.9,0.0
6.3,3.3,6.0,2.5,0.0
7.7,3.8,6.7,2.2,0.0
6.1,2.6,5.6,1.4,0.0
7.4,2.8,6.1,1.9,0.0
6.6,2.9,4.6,1.3,0.0
5.1,2.5,3.0,1.1,0.0
7.7,3.0,6.1,2.3,0.0
6.8,3.0,5.5,2.1,0.0
5.0,3.0,1.6,0.2,0.0
5.8,2.7,3.9,1.2,0.0
6.4,2.9,4.3,1.3,0.0
5.6,2.9,3.6,1.3,0.0
8.745372619161108,4.793702723924766,7.6599636821603365,3.7153124132345168,3.0
4.3,3.0,1.1,0.1,0.0
5.2,3.5,1.5,0.2,0.0
6.1,4.9,4.197457013588188,1.8,1.0
6.2,3.4,5.4,2.3,0.0
6.4,2.8,5.6,2.1,0.0
9.530867547934319,5.014737473405477,7.9653866229794446,3.1067662125853195,3.0
6.7,3.0,5.2,2.3,0.0
5.0,3.5,1.3,0.3,0.0
5.4,3.9,1.7,0.4,0.0
5.2,4.1,1.5,0.1,0.0
4.8,3.0,1.4,0.3,0.0
5.0,3.6,1.4,0.2,0.0
5.1,3.5,1.4,0.3,0.0
6.5,3.0,5.5,1.8,0.0
5.8,2.7,4.1,1.0,0.0
5.0,3.5,1.6,0.6,0.0
5.7,2.8,4.1,1.3,0.0
6.4,2.7,5.3,1.9,0.0
6.3,2.5,5.0,1.9,0.0
6.5,3.2,5.1,2.0,0.0
5.1,3.4,1.5,0.2,0.0
5.8,4.0,1.2,0.2,0.0
7.3,2.9,6.3,1.8,0.0
6.0,3.0,4.8,1.8,0.0
5.2,3.4,1.4,0.2,0.0
6.7,3.1,4.7,1.5,0.0
6.2,2.9,4.3,1.3,0.0
7.7,2.8,6.7,2.0,0.0
5.4,3.4,1.7,0.2,0.0
5.7,4.4,1.5,0.4,0.0
6.4,3.2,4.5,1.5,0.0
7.9,3.8,6.4,2.0,0.0
5.7,3.0,4.2,1.2,0.0
6.3,2.8,5.1,1.5,0.0
6.9,3.5929170304402094,5.7,3.2,1.0
4.4,3.0,1.3,0.2,0.0
5.3,3.7,1.5,0.2,0.0
6.1,2.8,4.7,1.2,0.0
5.5,2.5,4.0,1.3,0.0
4.7,3.2,1.3,0.2,0.0
4.9,2.4,3.3,1.0,0.0
5.9,3.0,4.2,1.5,0.0
5.4,3.4,1.5,0.4,0.0
5.5,5.568364847873566,2.568250784816975,0.2,1.0
6.4,3.2,5.3,2.3,0.0
5.5,3.5,1.3,0.2,0.0
6.3,2.7,4.9,1.8,0.0
5.4,3.9,1.3,0.4,0.0
6.4,3.1,5.5,1.8,0.0
6.0,2.2,4.0,1.0,0.0
6.3,3.3,4.7,1.6,0.0
6.7,3.0,5.0,1.7,0.0
7.1,3.0,5.9,2.1,0.0
6.3,2.5,4.9,1.5,0.0
5.7,3.8,1.7,0.3,0.0
5.7,2.5,5.0,2.0,0.0
5.8,2.6,4.0,1.2,0.0
5.4,3.0,4.5,1.5,0.0
6.2,2.8,4.8,1.8,0.0
7.6,3.0,6.6,2.1,0.0
6.0,3.4,4.5,1.6,0.0
